question_id,answer,percentage
652,"Kind Personality",10
652,"Communication",9
652,"Honesty",7
653,"Dog",54
653,"Bird",17
653,"Children",8
653,"People",7
653,"Fish",4
653,"Horse",3
654,"Cheeta/Cat",44
654,"Road Runner",25
654,"Rabbit",15
654,"Gizelle",6
654,"Greyhound",5
654,"Horse",3
655,"Hot Dog",44
655,"Hot sauce",20
655,"Hot Tamale",13
655,"Hot Wings",9
655,"Hot Pocket",7
655,"Hot Peppers",4
656,"Restaurant",41
656,"Bank",21
656,"Hair Salon",10
656,"Doctor",10
656,"Store",9
656,"Hotel",7
657,"Job",38
657,"Money",23
657,"Love/Married",18
657,"Degree",8
657,"Driver’s License",5
657,"House",4
658,"Money",37
658,"Love",20
658,"Baked Goods",13
658,"Card",11
658,"Gift card",8
658,"Hugs/Kiss",8
659,"Sports",26
659,"Car",19
659,"Cooking",18
659,"Men’s Mag",13
659,"News/Politics",11
659,"Hunting/Fishing",7
660,"Purse/Wallet",41
660,"keys",24
660,"kids",9
660,"Phone",6
660,"Dog",5
660,"Ice Cream",3
661,"Ex",29
661,"Bill Collector",26
661,"Boss",16
661,"The Police",11
661,"IRS",9
661,"In Laws",6
662,"A Bed",28
662,"Room Service",26
662,"Running Water",24
662,"A TV",10
662,"A Pool",8
662,"Internet",3
663,"Friends",38
663,"Parents",21
663,"Therapist",12
663,"Pastor",8
663,"Psychic",8
663,"Internet",6
664,"Chaps",42
664,"Boots",27
664,"Gloves",13
664,"Belt",8
664,"Vest",5
664,"Jacket",3
665,"Ford",53
665,"Chevrolet",19
665,"Cadilac",10
665,"Buick",4
665,"Chrysler",4
665,"Jeep",3
666,"Bodies",39
666,"Guns",21
666,"Money",17
666,"Wine",7
666,"Horse’s Head",5
666,"Jimmy Hoffa",4
667,"Top 10 List",29
667,"Talk Show",27
667,"His Teeth",18
667,"Stupid Pet Tricks",15
667,"Viewer Mail",5
667,"Jokes",4
668,"Banker",24
668,"Police Officer",23
668,"Lawyer",19
668,"Teacher",16
668,"Religious Leader",6
668,"Judge",6
669,"Lawyer",42
669,"Boxer",17
669,"Politician",16
669,"Police",14
669,"Therapist",4
669,"Judge",3
670,"Beer",35
670,"Milk",26
670,"Soda",14
670,"Coffee",13
670,"Milkshake",8
670,"Juice",4
671,"Egg Nog",55
671,"Wine",16
671,"Champagne",9
671,"Beer",7
671,"Soda",7
671,"Juice",6
672,"Eat Nuts",58
672,"Climb Trees",24
672,"Bring Germs",4
672,"Nibble On Everything",3
672,"Hide Things",3
672,"Jump",3
673,"Illness",63
673,"Helium",11
673,"Puberty",9
673,"Drunk",7
673,"Accent",6
673,"Just Woke Up",4
674,"Monkey",32
674,"Dog",18
674,"Cat",16
674,"Horse",11
674,"Tiger",9
674,"Kangaroo",7
675,"Milk",43
675,"Fake Hair",21
675,"Marker/Pen",14
675,"Plastic",7
675,"Kool Aid",5
675,"Ketchup",3
676,"Flowers",29
676,"Sun",22
676,"Swimming Suit",15
676,"People In Shorts",10
676,"Bugs",9
676,"Kids Playing",8
677,"Jailhouse Rock",34
677,"Viva Las Vegas",23
677,"Blue Hawaii",16
677,"Love Me tender",9
677,"Girls Girls Girls",7
677,"King Creole",5
678,"Food",39
678,"Drink",28
678,"Bathroom",15
678,"Take Off",9
678,"Landing",3
678,"Late Passenger",3
679,"Kiss/Sex",40
679,"Go On Dates",22
679,"Snuggle",15
679,"Dance",14
679,"Talk",3
679,"Laugh",3
680,"Shave",34
680,"Remove Eye Patch",21
680,"Cut Hair",19
680,"Change Clothes",8
680,"Shower",7
680,"Leave Parrot Home",4
681,"Feet",28
681,"Bottom",23
681,"Chest",22
681,"Underarms",10
681,"Back",7
681,"Legs",5
682,"Tomatoes",24
682,"Melon",19
682,"Bread",18
682,"Orange",13
682,"Toilet Paper",10
682,"Lemon",9
683,"Thin Mint",36
683,"Peanut Butter Patty",22
683,"Chocolate Chip",14
683,"Short Bread",9
683,"Caramel Delight",7
683,"Lemon Chalet Creme",5
684,"Bedroom",40
684,"Living Room",22
684,"Den",14
684,"Family Room",9
684,"Bathroom",9
684,"Library",4
685,"Home",39
685,"Park",19
685,"Childcare",13
685,"Mall",11
685,"Friend’s House",6
685,"Library",6
686,"Papers In Driveway",41
686,"Cars Are Gone",16
686,"They Told You",11
686,"Don’t Pick Up Phone",9
686,"Mail Pile Up",9
686,"Lights Off At Night",7
687,"Rose",58
687,"Orchid",12
687,"Tulip",9
687,"Iris",8
687,"Carnation",7
687,"Lily",6
688,"Legs",46
688,"Hair",21
688,"Ken",16
688,"Wears Clothes",5
688,"Car",5
688,"Lives On Land",3
689,"Baked Potato",28
689,"Popcorn",22
689,"Corn",16
689,"Pancake",12
689,"Toast",9
689,"Lobster",6
690,"Talk/Yell",36
690,"Think",32
690,"Laugh",10
690,"Bend Over",7
690,"Cough",5
690,"Look At Light",5
691,"Pray",35
691,"Sing",31
691,"Close Eyes",17
691,"Count",9
691,"Talk",5
691,"Look Outside",3
692,"Strike",34
692,"Winner",29
692,"Shake Hands",11
692,"Good",9
692,"Score",6
692,"Lost",4
693,"Weather Conditions",24
693,"Heavy Traffic",20
693,"New Driver",19
693,"Spot A Police Car",17
693,"Tailgating",11
693,"Lost",8
694,"Hesitate To Leave",28
694,"Calling Repeatedly",21
694,"Crying",19
694,"Lots Of Questions",12
694,"Leave Phone Numbers",10
694,"Lots Of Instructions",7
695,"Pictures",24
695,"Jacket",21
695,"Jewelry",19
695,"Books",16
695,"Keys",9
695,"Love Letters",3
696,"Jell O",44
696,"Ice Cream",31
696,"Fruit",9
696,"Yogurt",8
696,"Apple Sauce",3
696,"Mac & Cheese",3
697,"Wings",46
697,"Arms",18
697,"Bird",13
697,"Balloon",8
697,"Kite",4
697,"magic Carpet",4
698,"Partridge",40
698,"Golden Rings",36
698,"Turtle Doves",10
698,"Geese A Laying",5
698,"Swans A Swimming",4
698,"Maids A Milking",3
699,"Read",41
699,"Study",24
699,"Check Out Books",15
699,"Research",9
699,"Use A Computer",7
699,"Make Photocopies",4
700,"Toothbrush/Paste",38
700,"Hairbrush/Comb",16
700,"Hair Dryer",13
700,"Razor",10
700,"Alarm Clock",9
700,"Make Up",8
701,"Costumes",26
701,"Drinks",21
701,"Women",16
701,"Flowers",15
701,"Instruments",11
701,"Make Up",7
702,"Food",30
702,"Beer",24
702,"Car",18
702,"Hair Care Products",12
702,"Toy’s",7
702,"Make Up",7
703,"Adds Shine",53
703,"Cleans It",16
703,"Makes It Grow faster",9
703,"Increases Volume",8
703,"Smooths/Softens It",8
703,"Makes It Healthier",4
704,"Towels",32
704,"Toilet Paper",24
704,"Medicine",21
704,"Toothpaste",9
704,"Soap/Shampoo",6
704,"Makeup",4
705,"Banjo",42
705,"Bass",20
705,"Fiddle/Violin",12
705,"Ukelele",10
705,"Harp",7
705,"Mandolin",6
706,"Singing/Guitar",31
706,"Farming",23
706,"Barbecuing",16
706,"Horse Back Riding",12
706,"Line Dancing",9
706,"Manners",6
707,"Rock And Roll",45
707,"Rubber",24
707,"Wedding",11
707,"Jazz",8
707,"Country",2
707,"Mariachi",2
708,"Drinking",20
708,"Smoking",19
708,"Sky Diving",18
708,"Sushi",16
708,"Riding In Airplane",14
708,"Marriage",10
709,"Water",42
709,"Soda/Coffee Refills",18
709,"Bread",14
709,"Napkins",12
709,"Mints",7
709,"Meals/Samples",4
710,"Can’t Fly",33
710,"Getting Weak",26
710,"Slowing Down",18
710,"No X Ray Vision",7
710,"Gray Hair",5
710,"Memory Loss",4
711,"Swings",61
711,"Slide",15
711,"Jungle Gym",9
711,"See Saw",4
711,"Basketball Court",3
711,"Merry Go Round",3
712,"New York",77
712,"Las Vegas",6
712,"Chicago",4
712,"Orlando",3
712,"Anaheim",2
712,"Miami",2
713,"Vacuum",34
713,"Blender",32
713,"TV",10
713,"Dishwasher",7
713,"Washer/Dryer",6
713,"Microwave",5
714,"Mail",30
714,"Pizza",28
714,"Newspaper",14
714,"Package",11
714,"Flowers",9
714,"Milk",5
715,"Control Freak",38
715,"Remote Control",26
715,"Out Of Control",12
715,"Control Panel",7
715,"Self Control",7
715,"Mind Control",4
716,"Gun",45
716,"Mom",26
716,"Skull",9
716,"Snake",5
716,"Cross",4
716,"Money",4
717,"Lunch",52
717,"Briefcase",14
717,"Cell Phone",12
717,"Coffee",8
717,"Purse",7
717,"Money",6
718,"Lion",29
718,"Elephant",25
718,"Giraffe",21
718,"Tiger",10
718,"Zebra",10
718,"Monkey",3
719,"Fourth Of July",68
719,"Labor Day",10
719,"Thanksgiving",5
719,"Memorial Day",4
719,"Father’s Day",4
719,"Mother’s Day",2
720,"Skydiving",48
720,"Hunting",16
720,"Flying",16
720,"Rock Climbing",14
720,"Car Racing",3
720,"Motorcycling",3
721,"Sprite",36
721,"Pepsi",17
721,"Root Beer",12
721,"7 Up",12
721,"Dr Pepper",11
721,"Mountain Dew",6
722,"Airplane",28
722,"Work",28
722,"Car/Bus Trip",15
722,"Place Of Worship",10
722,"School",7
722,"Movie Thearre",6
723,"Clean",49
723,"Read",17
723,"Paperwork",10
723,"Bake",6
723,"Exercise",6
723,"Nap",5
724,"No Cookies",34
724,"Can’t Use Chimney",19
724,"A Fire in Fireplace",19
724,"Children Awake",5
724,"A Dog",3
724,"Naughty Kids",3
725,"Money",38
725,"Making Love",22
725,"Vacation/Travel",21
725,"New House",5
725,"Love/Marriage",5
725,"New Car",3
726,"Halloween",31
726,"Thanksgiving",27
726,"Valentine’s Day",23
726,"St Patrick’s Day",10
726,"Fourth Of July",5
726,"New Year’s",3
727,"Drive",36
727,"Drink",33
727,"Move Out",12
727,"Date",6
727,"Get A Job",3
727,"No Curfew",3
728,"No Parking",41
728,"No Smoking",30
728,"No Entry",8
728,"No Turns",7
728,"No Trespassing",7
728,"No Loitering",4
729,"Singing/Songs",28
729,"Julie Andrews",21
729,"Mountains",20
729,"My Favorite Things",18
729,"Children",8
729,"Nuns",4
730,"Doctor",38
730,"Police",17
730,"Firefighter",15
730,"Lawyer",12
730,"Teachers",11
730,"Nurse",7
731,"Caramel",38
731,"Cherries",26
731,"Cream",16
731,"Coconut",7
731,"Marhmellow",4
731,"Nuts",3
732,"Soup",25
732,"Pudding/Jello",22
732,"Ice Cream",18
732,"Mashed Poatoes",16
732,"Apple Sauce",9
732,"Oatmeal",7
733,"Shampoo",62
733,"Hair Spray",13
733,"Gel",8
733,"Conditioner",7
733,"Color",6
733,"Oil Sheen",3
734,"School",41
734,"Outside Of House",25
734,"On A Car",18
734,"Side Of A Building",9
734,"Display Case",3
734,"On A Uniform",3
735,"Telemarketer",26
735,"Singer",20
735,"Customer service",17
735,"News Reporter",13
735,"Radio Broadcaster",11
735,"oporator",6
736,"Siren",23
736,"Doorbell",20
736,"Passing Car",18
736,"Whistle",17
736,"Cat’s Meow",14
736,"Other Dogs",5
737,"To Bed",31
737,"To A Bar",20
737,"To A Movie",14
737,"On Vacation",14
737,"To A Hotel",9
737,"Out For Dinner",9
738,"Trucker Hat",39
738,"Jeans",22
738,"Flannel Shirt",18
738,"Boots",9
738,"T Shirts",7
738,"Overalls",3
739,"Blanket",32
739,"Teddy Bear",23
739,"Night Light",16
739,"Milk",11
739,"Bedtime Story",8
739,"Pacifier",3
740,"Dress",29
740,"Wig",26
740,"Bra",15
740,"High Heels",12
740,"Lipstick",11
740,"Panty Hose",7
741,"Partner",30
741,"AAA",26
741,"Tow Truck",24
741,"911",11
741,"Best Friend",5
741,"Parent",3
742,"Friend",20
742,"Romantic Interest",18
742,"Ex",17
742,"Sibling",16
742,"Child",13
742,"Parent",11
743,"Finances",44
743,"Having Kids",31
743,"Showing Affection",8
743,"religion",6
743,"Fidelity",5
743,"Parenting",4
744,"Radio",33
744,"TV",30
744,"Internet",14
744,"Looking Out Window",13
744,"Call School",6
744,"Parents",4
745,"Clown",54
745,"Games",13
745,"Cake",10
745,"Balloons",8
745,"Party Favors",6
745,"Parents",3
746,"Airport",51
746,"Wedding/Church",22
746,"Train Station/Bus Depot",12
746,"Beach",7
746,"Bridge",4
746,"Park",3
747,"Gold Coin",45
747,"Eye Patch",28
747,"Sword",14
747,"Hook",8
747,"Jewels",7
747,"Parrot",5
748,"Bar",32
748,"Mall",19
748,"Jail",17
748,"Casino",16
748,"Church",8
748,"Party",4
749,"Bar",53
749,"Church",22
749,"Grocery Store",6
749,"Internet",4
749,"Work",4
749,"Party",4
750,"Strawberry",36
750,"Apple",28
750,"Cherry",18
750,"Raspberry",7
750,"Blueberry",5
750,"Peach",4
751,"Ice Cream",32
751,"Yogurt",21
751,"Chips",19
751,"Tuna",10
751,"Soup",8
751,"Peanut Butter",7
752,"Pop Corn",67
752,"Milk Duds",12
752,"Dots",6
752,"Gummy Bears",5
752,"Taffy",4
752,"Peanuts",3
753,"Beef/Meat",35
753,"Potatoes",29
753,"Carrots",17
753,"Beans",8
753,"Onions",7
753,"Peas",3
754,"Road",33
754,"Other Cars",27
754,"speed Limit",16
754,"Traffic Signs",7
754,"Gas guage",6
754,"Pedestrians",4
755,"Toothpicks",39
755,"Mints",30
755,"Chocolates",15
755,"Credit Card Machine",4
755,"Menu",3
755,"Penny Jar",3
756,"Garlic",35
756,"Onions",25
756,"Fish",13
756,"Beans",12
756,"Pizza",9
756,"Peppers",5
757,"Watch",52
757,"Purse",22
757,"Jewelry",11
757,"Fur/Leather Coat",7
757,"DVD",4
757,"Perfume",3
758,"Tuna",25
758,"Soup",24
758,"Beans",18
758,"Corn",15
758,"Spam",8
758,"Pet Food",4
759,"Meals",44
759,"Snacks",23
759,"Movies",14
759,"Drinks",10
759,"Pillows",5
759,"Phones",4
760,"New Jersey",43
760,"Men",22
760,"Her Hair",14
760,"Drinking",8
760,"Tanning",8
760,"Pickles",3
761,"Post Signs",33
761,"Look For Him",28
761,"Be Sad/Cry",27
761,"Call Humane Society",5
761,"Call Police",4
761,"Place An Ad",3
762,"Snowboarding",29
762,"Drinking/Eating",23
762,"Cuddling By The Fire",16
762,"Sledding",15
762,"Hot Tub",9
762,"Play In Snow",4
763,"Sleep",28
763,"Exercise",26
763,"Talk On The Phone",16
763,"Stay Up",12
763,"Watch TV",10
763,"Play Video Games",4
764,"Umbrella",48
764,"3 Piece Suit",14
764,"Rain Jacket",13
764,"Winter Coat",10
764,"Map",5
764,"Pointer",3
765,"Priest",50
765,"Exorcist",17
765,"Ghost Busters",16
765,"Psychic",9
765,"Movers",2
765,"Police",2
766,"Accident",37
766,"Traffic Jam",17
766,"Animal",16
766,"Flat Tire",12
766,"Rain/Snow",11
766,"Police Activity",5
767,"Birds And The Bees",50
767,"Drinking",15
767,"Relationships",14
767,"Money",12
767,"Smoking",3
767,"Politics",3
768,"Popcorn",37
768,"Soda Pop",25
768,"Pop Tart",12
768,"Popsicle",9
768,"Popular",6
768,"Pop Goes The Weasel",5
769,"Actor",25
769,"Movies",22
769,"Blue Etes",20
769,"Salad dressing",11
769,"Liberal Politics",9
769,"Popcorn",6
770,"Santa",61
770,"Parents",11
770,"Grandparents",9
770,"Friends",5
770,"Pen Pal",5
770,"President",3
771,"TV",51
771,"Car",25
771,"Pets",10
771,"Phone",4
771,"Bathroom",4
771,"Property/House",4
772,"Players",27
772,"Net",25
772,"Cleats",20
772,"Feet",11
772,"Uniform",7
772,"Protective Gear",4
773,"Put Toilet Paper On It",44
773,"Curse",19
773,"Put Bandaid On It",12
773,"Says Ouch",11
773,"Let It Bleed",7
773,"Put Alcohol On It",5
774,"Rice Krispies",71
774,"Chex",7
774,"Cheerios",6
774,"Froot Loops",5
774,"Corn Flakes",2
774,"Quaker Oats",2
775,"Squirrel",42
775,"Ants/Bugs",15
775,"Worms",14
775,"Rat/Mouse",12
775,"Rabbit",9
775,"Raccoon",5
776,"Car Sales",35
776,"Limo Driver",25
776,"Police",18
776,"Delivery Person",9
776,"Taxi",8
776,"Racecar Driver",3
777,"Gas",70
777,"Battery",8
777,"Oil",6
777,"Engine",5
777,"Tires",4
777,"Radiator",2
778,"Bananas",29
778,"Grapes",28
778,"Flowers",22
778,"Carrots",9
778,"Onions",3
778,"Radishes",3
779,"Chains/Bars",29
779,"Dragons",26
779,"Bones",24
779,"Bats",6
779,"Candles/Darkness",6
779,"Rats/Mice",5
780,"Leave Seat Up",34
780,"Pee On Seat",26
780,"Don’t Clean Sink",21
780,"Cut Their Hair",5
780,"Leave Underware",4
780,"Read",3
781,"Star Wars",29
781,"Hairstyle",25
781,"Han Solo",14
781,"Luke Skywalker",11
781,"Darth Vader",9
781,"Rebel Alliance",5
782,"Coins",37
782,"Baseball Cards",22
782,"Stamps",19
782,"Comic Books",9
782,"Toys",7
782,"Records",3
783,"Phone Home",47
783,"Alien",16
783,"Flying Bike",14
783,"Steven Spielberg",12
783,"Drew Barrymore",3
783,"Reese’s Pieces",3
784,"Get Dressed",34
784,"Walk Red Carpet",25
784,"Hair/Makeup",15
784,"Interview",11
784,"Take Pictures",7
784,"Reherse",3
785,"Church",55
785,"Work",13
785,"Movies",10
785,"Library",9
785,"Driving A Car",7
785,"Restaurant",6
786,"Parent’s House",37
786,"Own House",29
786,"Grandparents Home",20
786,"Table",3
786,"In Laws’ House",2
786,"Restaurant",2
787,"Water",35
787,"Cow Pie",24
787,"Mud",10
787,"Cactus",9
787,"Tree",8
787,"Rocks",8
788,"Food Poisoning",41
788,"Drinking",21
788,"Somebody Vomits",11
788,"Flu",8
788,"Medicine",5
788,"Roller Coaster",3
789,"Cookies",40
789,"Cake",17
789,"Pie",16
789,"Fruit Cake",10
789,"Bread",5
789,"Rolls",5
790,"Furniture",38
790,"Trees",23
790,"Countertop",17
790,"Ladders",8
790,"Their Parents",5
790,"Roof",5
791,"Euros",24
791,"Pound",22
791,"Yen",21
791,"Pesos",15
791,"Francs",13
791,"Rupees",5
792,"Guitar",51
792,"Coyboy Hat",22
792,"Great Voice",14
792,"Boots",6
792,"Accent/Twang",4
792,"Sad Song",3
793,"Cowboy Boots",41
793,"Cowboy Hat",34
793,"Chaps",7
793,"Spurs",6
793,"Rope",3
793,"Saddle",3
794,"Wake Up Early",29
794,"Do Exercises",28
794,"Follow Orders",14
794,"Make Bed",10
794,"March",9
794,"Salute",4
795,"The Stork",56
795,"Heaven",16
795,"A Cabbage Patch",7
795,"Mom’s Tummy",7
795,"The Hospital",6
795,"Santa Clause",3
796,"Navy Blue",24
796,"Baby Blue",22
796,"Sky Blue",19
796,"Teal/Turquoise",14
796,"Royal",6
796,"Sapphire",4
797,"Bicycle",30
797,"Pony/Horse",25
797,"Carousel",14
797,"Dads Shoulders",12
797,"Riding Mower",9
797,"School Bus",5
798,"Dancing",33
798,"Saturday Night Fever",26
798,"Pulp Fiction",15
798,"Grease",11
798,"Pilot",5
798,"Scientology",4
799,"Faster Editing",41
799,"Spell Check",24
799,"Printing",12
799,"nternet Access",8
799,"Quieter",7
799,"Screen",6
800,"Paint/Wall Paper",29
800,"Wood/Furniture",22
800,"Used/Stolen Car",15
800,"Bedding",14
800,"Clothes/People",12
800,"Screw",5
801,"Elephant",30
801,"Monkey",29
801,"Bear",17
801,"Lion",9
801,"Tiger",5
801,"Seal",3
802,"Cars",29
802,"Trading Cards",28
802,"Phone Numbers",13
802,"Dance Partners",8
802,"Stocks",8
802,"Secrets",7
803,"Water",44
803,"Soap",26
803,"Ring",13
803,"Rubber Duck",10
803,"Bubbles",5
803,"Shampoo",2
804,"Read",40
804,"Eat",19
804,"Watch TV",15
804,"Make love",8
804,"Play Games",7
804,"Shop",5
805,"Running",29
805,"Walking",27
805,"Dancing",25
805,"Sports",10
805,"Exercise",5
805,"Shopping",3
806,"Purse",51
806,"Clothes",25
806,"Hat",9
806,"Keys",6
806,"Hangers",5
806,"Shopping Bags",3
807,"Filling",49
807,"Root Canal",25
807,"Teeth Pulled",9
807,"Teeth Cleaned",6
807,"Teeth Flossed",4
807,"Shot",4
808,"Shotgun",28
808,"Hot Shot",25
808,"Long Shot",20
808,"Shot Glass",14
808,"Sling Shot",12
808,"Shot In The Dark",4
809,"Complain",27
809,"Tap Foot",25
809,"Yell",14
809,"Bite Nails",12
809,"Swear",9
809,"Sigh/Moan",6
810,"Bike",42
810,"Bus",15
810,"Parents",14
810,"Walking",13
810,"Scooter",9
810,"Skateboard",7
811,"Ride A Bicycle",35
811,"Play Football",22
811,"Ride A Motorcycle",16
811,"Rock Climb",10
811,"Skydive",10
811,"Skateboard",4
812,"Ride A Bike",32
812,"Driving",21
812,"Cooking",14
812,"Golf",11
812,"Skiing",9
812,"Skating",8
813,"Surf",27
813,"Swim",25
813,"Sun Bathe",23
813,"Wear Bathing Suits",7
813,"Hula Dance",6
813,"Skinny Dip",5
814,"Rabbit",41
814,"Cat",19
814,"Squirrel",14
814,"Husky/Dog",12
814,"Fox",7
814,"Skunk",4
815,"Airplane",41
815,"Car",26
815,"Bus",10
815,"Train",9
815,"Helicopter",8
815,"Sled",6
816,"Cinderella",37
816,"Snow White",24
816,"Little Red Riding Hood",19
816,"Rapunzel",5
816,"Goldy Locks",4
816,"Sleeping Beauty",3
817,"People Talking",27
817,"No Seats",22
817,"Crowds",21
817,"The Homeless",11
817,"swearing",7
817,"Smell",5
818,"Talk",66
818,"Walk",13
818,"Dance",5
818,"Sing",4
818,"Stand",3
818,"Smile",3
819,"Walking",60
819,"Crawl",15
819,"First Word",13
819,"First Tooth",5
819,"Sitting Up",3
819,"Smiling",3
820,"Dust",37
820,"Dirt",29
820,"Eyelash",14
820,"Bug",6
820,"Soap",5
820,"Smoke",3
821,"Shorts",33
821,"Jeans",32
821,"Mini Skirt",12
821,"Bathing Suit",12
821,"Cap",5
821,"Sneakers",4
822,"Cheat",33
822,"Lie",26
822,"Drink",20
822,"Has Gas In Public",9
822,"Smokes",4
822,"Snore",4
823,"Sweater",50
823,"Scarf",23
823,"Blanket",11
823,"Hat",6
823,"Mittens",3
823,"Socks",3
824,"Swim",41
824,"Breathe/Blow Hole",17
824,"Jump High",14
824,"Catch Fish",12
824,"Balance Ball ON Nose",9
824,"Speak Dolphin",5
825,"Vanilla",28
825,"Pine",18
825,"Strawberry",15
825,"Cinnamon",13
825,"Lemon",10
825,"Spice",7
826,"Mall",28
826,"Hospital",18
826,"Concert",16
826,"Airport",15
826,"Work/Downtown",14
826,"Sporting Event",6
827,"Shark",42
827,"Sea Snake",30
827,"Octopus",12
827,"Whale",7
827,"Electric Eel",2
827,"Squid",2
828,"Dive",68
828,"Feet First",10
828,"Slowly",6
828,"Jump Right In",4
828,"Ladder",3
828,"Stairs",2
829,"High Paying Job",33
829,"Military Veteran",20
829,"Won The Lottery",20
829,"Inheritance/Family",10
829,"Pro Athlete",9
829,"Started Work Early",7
830,"Reading",50
830,"Study",17
830,"Summer School",15
830,"Working",5
830,"Camp",5
830,"Stay On Computer",2
831,"No Diving",33
831,"No Running",29
831,"Lifejacket/Floaties",14
831,"Hor After Eating",8
831,"No Deep Water",8
831,"Stay Supervised",7
832,"Bathroom",30
832,"Bed",28
832,"Television",12
832,"Bar",11
832,"Kitchen",7
832,"Stereo",4
833,"Limo/Vehicle",37
833,"DVD",23
833,"Vacation Home",22
833,"Carpet Cleaner",7
833,"Tuxedo/Gown",5
833,"Storage Unit",3
834,"Stairs",34
834,"Outlets",24
834,"Cabinets/Bleach",22
834,"Table Corners",11
834,"Medication",3
834,"Stove/Oven",3
835,"Place Of Worship",61
835,"Restaurant",12
835,"In Bed",10
835,"Wedding",6
835,"Work",4
835,"Street",3
836,"Too Much Food",31
836,"Spicy Food",18
836,"Spoiled Food",16
836,"Pizza",9
836,"Greasy Foods",6
836,"Stress",4
837,"Fibbing",53
837,"White Lie",29
837,"Telling A Story",5
837,"Kidding",4
837,"Tall Tale",3
837,"Stretching The Truth",3
838,"Place Of Worship",35
838,"Restaurant",25
838,"In Law’s/Parnts",12
838,"Work",10
838,"Movie Theatre",7
838,"Supermarket",4
839,"Turtle Doves",40
839,"Partridge",27
839,"Geese",11
839,"Calling Birds",7
839,"French Hens",5
839,"Swans",3
840,"Talk",33
840,"Drink",25
840,"Smoke",20
840,"Eat",8
840,"Spend",5
840,"swear",3
841,"Drink",38
841,"Lose Money",28
841,"Smoke",14
841,"Play Cards",8
841,"Scream",7
841,"Sweat",5
842,"Supervision",38
842,"Life Jacket",20
842,"Swimsuit",16
842,"Inner Tube",14
842,"Water Wings",9
842,"Swimming Cap",3
843,"Jeans",66
843,"Flip Flops",10
843,"Shorts",9
843,"Mini Skirt",6
843,"Tennis Shoes",4
843,"T Shirt",3
844,"Fridge",33
844,"TV",24
844,"Soap/Shampoo",14
844,"Bathroom",12
844,"Shower",9
844,"Table",5
845,"Read",49
845,"Sleep",19
845,"Study",17
845,"Thinik",4
845,"Meditate/Pray",4
845,"Take A Test",3
846,"Sleep",40
846,"Burp",17
846,"Unbutton Pants",13
846,"Go To Bathroom",10
846,"Smoke Cigarettes",7
846,"Take Antacid",7
847,"Learn How To Drive",28
847,"Take Driving Test",20
847,"Learn Rules Of Road",17
847,"Watch Videos",11
847,"Read A Book",10
847,"Take Notes",7
848,"Read",61
848,"Watch TV",12
848,"Listen To Radio",11
848,"Drink Coffee",4
848,"Drink Juice",3
848,"Talk",3
849,"Read A Magazine",77
849,"Watch TV",9
849,"Sleep",8
849,"Eat",2
849,"Watch A Clock",2
849,"Talk",2
850,"Pass Gas",42
850,"Throw Up/Get Sick",18
850,"Talk Too Much",11
850,"Go Home Together",9
850,"Get Drunk",7
850,"Talk About Ex",6
851,"Lay down",46
851,"Drink",21
851,"Smile",14
851,"Eat",11
851,"Cry",4
851,"Talk About It",3
852,"Jane Fonda",52
852,"Jane Lynch",17
852,"Jane Krakowski",8
852,"Jane Curtain",7
852,"Jane Seymore",6
852,"Tarzan’s Jane",5
853,"Store Clerks",24
853,"Waitress",22
853,"Doctor",16
853,"Police Officer",16
853,"Nurse",11
853,"Teacher",3
854,"Water",53
854,"Palm Trees",29
854,"Camels",5
854,"Sand",5
854,"Flowers",4
854,"Tents",3
855,"Watch TV",48
855,"Eat",14
855,"Sleep",12
855,"Party",10
855,"Play Video Games",5
855,"Text",4
856,"Spoiled",45
856,"Crave Attention",15
856,"Have Lots Of Toys",11
856,"Immature",10
856,"No Privacy",7
856,"They Pretend",5
857,"Engine",26
857,"Bear",21
857,"Crowd",19
857,"Waterfall/Water",13
857,"Fire",11
857,"Thunder",8
858,"Banana",35
858,"Hand",24
858,"Shoe",17
858,"Remote",11
858,"Brush",6
858,"Tin Can",4
859,"Eggs",44
859,"Cereal",18
859,"Muffins",10
859,"Coffee",9
859,"Bagels",9
859,"Toast",8
860,"Facemask",45
860,"Baseball",16
860,"Cap",9
860,"Cup",9
860,"Chest Protection",7
860,"Tobacco",5
861,"Candy",46
861,"Socks",24
861,"CD",13
861,"DVD",4
861,"Jewelry",3
861,"Toothbrush",3
862,"Alarm Clock",31
862,"Birds",24
862,"Phone Call",17
862,"Kids",12
862,"Dog Barking",9
862,"Traffic",6
863,"Sea Shells",38
863,"Whale",20
863,"MSG In A Bottle",13
863,"Fish",12
863,"Seaweed",11
863,"Trash",4
864,"Eiffel Tower",41
864,"Sears Tower",17
864,"Tower Of Pisa",14
864,"Watts Towers",13
864,"Space Needle",5
864,"Trump Tower",3
865,"Typing",48
865,"Eating",17
865,"Blowing Nose",15
865,"Writing",10
865,"Scratching An Itch",5
865,"Tying Shoes",3
866,"Mother In Law",53
866,"Aunt",14
866,"Cousin",12
866,"Mom",6
866,"Ex Spouse",6
866,"Uncle",2
867,"Shoes",28
867,"Hat",17
867,"Socks",17
867,"Stretch Pants",13
867,"Sweats",1
867,"Underware/Bra",7
868,"Play Ball",34
868,"Fish/Hunt",23
868,"Shave",15
868,"Drive",13
868,"Ride A Bike",8
868,"Use A Bathroom",4
869,"Drive Fast",30
869,"Shoot",26
